date,hour,Incident,Line,Direction,Cause,Delay,delay_collapsed
2015-11-17,9, A New Carrollton-bound Orange Line train at East Falls Church was delayed 6 minutes due to a medical emergency.,Orange,New Carrollton,a medical emergency,6,6
2015-11-17,12, A New Carrollton-bound Orange Line train at Stadium-Armory was offloaded due to a brake problem. Passengers experienced a 12-minute delay.,Orange,New Carrollton,a brake problem,12,12
2015-11-17,15, A Largo Town Center-bound Blue Line train at McPherson Square was offloaded due to a medical emergency.  Passengers experienced a 10-minute delay.,Blue,Largo Town Center,a medical emergency,10,15
2015-11-17,17, A Vienna-bound Orange Line train at Ballston was expressed for schedule adherence/improved train spacing.,Orange,Vienna,expressed for schedule adherence/improved train spacing,,5
2015-11-17,18, A Shady Grove-bound Red Line train at Twinbrook was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Red,Shady Grove,a brake problem,8,16
2015-11-17,22, A Glenmont-bound Red Line train at Grosvenor was delayed 4 minutes due to a medical emergency.,Red,Glenmont,a medical emergency,4,4
2015-11-18,5, A Franconia-Springfield-bound Blue Line train at Capitol South was delayed 9 minutes due to unscheduled track maintenance.,Blue,Franconia-Springfield,unscheduled track maintenance,9,15
2015-11-18,6, A Largo Town Center-bound Blue Line train at Franconia-Springfield was delayed 6 minutes due to unscheduled track maintenance.,Blue,Largo Town Center,unscheduled track maintenance,6,6
2015-11-18,7," A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.",Orange,Vienna,did not operate,6,6
2015-11-18,8, A Franconia-Springfield-bound Blue Line train at King Street was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Blue,Franconia-Springfield,a brake problem,8,20
2015-11-18,9," A Huntington-bound Yellow Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Yellow,Huntington,did not operate,6,6
2015-11-18,12, A Largo Town Center-bound Silver Line train at Morgan Boulevard was delayed 4 minutes due to a signal problem.,Silver,Largo Town Center,a signal problem,4,4
2015-11-18,14, A Shady Grove-bound Red Line train at Wheaton was offloaded due to police activity. Passengers experienced a 15-minute delay.,Red,Shady Grove,police activity,15,15
2015-11-18,17, A Branch Avenue-bound Green Line train at Anacostia was offloaded due to a brake problem. Passengers experienced a 3-minute delay.,Green,Branch Avenue,a brake problem,3,18
2015-11-18,18, A Grosvenor-Strathmore-bound Red Line train at White Flint was expressed for schedule adherence/improved train spacing.,Red,Grosvenor-Strathmore,expressed for schedule adherence/improved train spacing,,
2015-11-18,19, A Mt. Vernon Square-bound Yellow Line train at L'Enfant Plaza was offloaded due to a brake problem. Passengers experienced a 19-minute delay.,Yellow,Mt. Vernon Square,a brake problem,19,27
2015-11-19,6, A Largo Town Center-bound Silver Line train at Tysons Corner was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Silver,Largo Town Center,a brake problem,8,14
2015-11-19,7, A Grosvenor-Strathmore-bound Red Line train at Judiciary Square was offloaded due to a door problem. Passengers experienced a 6-minute delay.,Red,Grosvenor-Strathmore,a door problem,6,18
2015-11-19,8," A Wiehle-Reston East-bound Silver Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.",Silver,Wiehle-Reston East,did not operate,6,26
2015-11-19,9," A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.",Orange,Vienna,did not operate,6,10
2015-11-19,10, A Glenmont-bound Red Line train at Medical Center was offloaded due to a track problem. Passengers experienced a 12-minute delay.,Red,Glenmont,a track problem,12,22
2015-11-19,13, A Shady Grove-bound Red Line train at NoMa-Gallaudet was offloaded due to a door problem. Passengers experienced a 9-minute delay.,Red,Shady Grove,a door problem,9,9
2015-11-19,15, A Vienna-bound Orange Line train at Virginia Square was expressed for schedule adherence/improved train spacing.,Orange,Vienna,expressed for schedule adherence/improved train spacing,,6
2015-11-19,16, A Largo Town Center-bound Silver Line train at Addison Road was expressed for schedule adherence/improved train spacing.,Silver,Largo Town Center,expressed for schedule adherence/improved train spacing,,
2015-11-19,17," A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.",Green,Greenbelt,did not operate,6,6
2015-11-19,18, A Silver Spring-bound Red Line train at Gallery Place was offloaded due to a brake problem. Passengers experienced a 7-minute delay.,Red,Silver Spring,a brake problem,7,16
2015-11-19,22, A Shady Grove-bound Red Line train at Bethesda was offloaded due to a track problem. Passengers experienced a 12-minute delay.,Red,Shady Grove,a track problem,12,12
2015-11-19,23, A Shady Grove-bound Red Line train at Gallery Place was delayed 4 minutes due to a brake problem.,Red,Shady Grove,a brake problem,4,4
2015-11-20,5, A Wiehle-Reston East-bound Silver Line train at Metro Center was delayed 22 minutes due to unscheduled track maintenance.,Silver,Wiehle-Reston East,unscheduled track maintenance,22,22
2015-11-20,6," A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service.",Yellow,Mt. Vernon Square,did not operate,6,6
2015-11-20,7," A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.",Green,Greenbelt,did not operate,6,6
2015-11-20,8, A Shady Grove-bound Red Line train at Judiciary Square was offloaded due to a door problem. Passengers experienced an 8-minute delay.,Red,Shady Grove,a door problem,8,8
2015-11-20,10, A Vienna-bound Orange Line train at Stadium-Armory was delayed 9 minutes due to a signal problem.,Orange,Vienna,a signal problem,9,9
2015-11-20,12, A Franconia-Springfield-bound Blue Line train at Benning Road was offloaded due to a brake problem. Passengers experienced a 17-minute delay.,Blue,Franconia-Springfield,a brake problem,17,17
2015-11-20,14, A Wiehle-Reston East-bound Silver Line train at McPherson Square was offloaded and used to recover a disabled no passenger train. Passengers experienced a 25-minute delay.,Silver,Wiehle-Reston East,,25,31
2015-11-20,17," A Wiehle-Reston East-bound Silver Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.",Silver,Wiehle-Reston East,did not operate,6,6
2015-11-20,21, A Largo Town Center-bound Blue Line train at Braddock Road was offloaded due to a brake problem. Passengers experienced a 9-minute delay. An extra train was placed in service to mitigate the delay.,Blue,Largo Town Center,a brake problem,9,9
2015-11-21,0, A Vienna-bound Orange Line train at Minnesota Avenue was delayed 8 minutes due to a door problem.,Orange,Vienna,a door problem,8,28
2015-11-21,2, A Largo Town Center-bound Silver Line train at Smithsonian was delayed 5 minutes due to a door problem.,Silver,Largo Town Center,a door problem,5,5
2015-11-21,7, A Wiehle-Reston East-bound Silver Line train at Tysons Corner was offloaded due to a brake problem. Passengers experienced a 14-minute delay.,Silver,Wiehle-Reston East,a brake problem,14,29
2015-11-21,8, A Greenbelt-bound Green Line train at Georgia Avenue was delayed 7 minutes due to police activity.,Green,Greenbelt,police activity,7,7
2015-11-21,10, A Shady Grove-bound Red Line train at Judiciary Square was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Red,Shady Grove,a brake problem,8,8
2015-11-21,15, A Greenbelt-bound Green Line train at Anacostia was offloaded due to a door problem. Passengers experienced a 12-minute delay.,Green,Greenbelt,a door problem,12,18
2015-11-22,7, A Branch Avenue-bound Green Line train at Greenbelt was delayed 4 minutes due to a door problem.,Green,Branch Avenue,a door problem,4,21
2015-11-22,14, A New Carrollton-bound Orange Line train at Stadium-Armory was offloaded due to a door problem. Passengers experienced a 15-minute delay.,Orange,New Carrollton,a door problem,15,15
2015-11-22,15, A Vienna-bound Orange Line train at Rosslyn was offloaded due to a brake problem. Passengers experienced a 15-minute delay.,Orange,Vienna,a brake problem,15,15
2015-11-22,17, A Shady Grove-bound Red Line train at Wheaton was delayed 5 minutes due to an equipment problem.,Red,Shady Grove,an equipment problem,5,5
2015-11-22,20, A Franconia-Springfield-bound Blue Line train at Pentagon City was offloaded due to a brake problem. Passengers experienced a 24-minute delay.,Blue,Franconia-Springfield,a brake problem,24,24
2015-11-22,23, A Glenmont-bound Red Line train at Rhode Island Avenue was delayed 21 minutes due to a signal problem.,Red,Glenmont,a signal problem,21,21
2015-11-23,5, Red Line trains were single tracked between NoMa-Gallaudet and Rhode Island Avenue due to unscheduled track maintenance. Several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced delays up to 30 minutes until approximately 9:15 a.m.,Red,,unscheduled track maintenance,30,43
2015-11-23,6, A Greenbelt-bound Green Line train at Waterfront was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Green,Greenbelt,a brake problem,8,40
2015-11-23,7," A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.",Green,Greenbelt,did not operate,6,27
2015-11-23,8, A Greenbelt-bound Yellow Line train at Mt. Vernon Square was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Yellow,Greenbelt,a brake problem,6,60
2015-11-23,13, A Vienna-bound Orange Line train at Stadium-Armory was offloaded due to a brake problem. Passengers experienced a 21-minute delay.,Orange,Vienna,a brake problem,21,21
2015-11-23,15, A Largo Town Center-bound Silver Line train at Farragut West was offloaded due to a door problem. Passengers experienced a 7-minute delay.,Silver,Largo Town Center,a door problem,7,13
2015-11-23,16, A Huntington-bound Yellow Line train at Pentagon was offloaded due to an equipment problem. Passengers experienced an 8-minute delay.,Yellow,Huntington,an equipment problem,8,8
2015-11-23,17, A Huntington-bound Yellow Line train at Pentagon was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.,Yellow,Huntington,an equipment problem,6,6
2015-11-23,19, A Franconia-Springfield-bound Blue Line train at Capitol Heights was offloaded due to a person struck by the train. Rail service was temporarily suspended between Addison Road and Stadium-Armory and Capitol Heights station was closed until approximately 8:15 p.m. Shuttle bus service was provided. Several trains were single tracked around the incident train and several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced delays up to 45 minutes until approximately 10:15 p.m.,Blue,Franconia-Springfield,a person struck by the train,45,45
2015-11-24,5, A New Carrollton-bound Orange Line train at Vienna was delayed 11 minutes due to unscheduled track maintenance.,Orange,New Carrollton,unscheduled track maintenance,11,11
2015-11-24,7, A New Carrollton-bound Orange Line train at West Falls Church was offloaded due to a door problem. Passengers experienced a 9-minute delay.,Orange,New Carrollton,a door problem,9,37
2015-11-24,8," A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.",Orange,Vienna,did not operate,6,25
2015-11-24,9, A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.,Green,Greenbelt,expressed for schedule adherence/improved train spacing,,
2015-11-24,11, A Shady Grove-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 9-minute delay.,Red,Shady Grove,a brake problem,9,9
2015-11-24,14, A Shady Grove-bound Red Line train at Glenmont was delayed 4 minutes due to a door problem.,Red,Shady Grove,a door problem,4,12
2015-11-24,15, A Greenbelt-bound Green Line train at Fort Totten was offloaded due to a door problem. Passengers experienced a 7-minute delay.,Green,Greenbelt,a door problem,7,7
